0, 619, 121
1, -168, 22
2, -160, 40
3, -130, 50
4, -146, 57
5, -172, 27
6, -138, 53
7, -140, 58
8, -158, 32
9, -178, 19
10, -146, 50
11, -178, 29
12, -134, 70
13, 626, 116
14, -164, 37
15, -128, 72
16, -154, 42
17, -168, 31
18, -154, 46
19, -176, 20
20, -86, 104
21, -176, 23
22, -172, 33
23, -170, 24
24, -162, 45
25, -180, 27
26, -146, 47
27, -174, 25
28, -158, 51
29, -134, 62
30, -174, 30
31, -184, 22
32, -164, 48
33, -184, 29
34, -150, 61
35, -176, 17
36, -154, 43
37, -186, 16
38, -168, 31
39, -182, 19
40, -134, 51
41, -160, 52
42, -150, 49
43, -134, 65
44, -112, 80
45, -176, 32
46, -166, 43
47, -170, 35
48, -176, 34
49, -180, 20
50, -124, 66
51, -182, 19
52, -170, 40
53, -188, 16
54, -156, 40
55, -148, 67
56, -168, 39
57, -184, 15
58, -140, 63
59, -172, 25
60, -156, 41
61, 620, 118
62, -160, 35
63, -188, 10
64, -150, 47
65, -176, 25
66, -168, 31
67, -180, 20
68, -174, 29
69, -188, 15
70, -176, 22
71, -182, 20
72, -170, 41
73, -180, 17
74, -162, 32
75, -180, 18
76, -162, 33
77, -182, 27
78, -182, 27
79, -188, 12
80, -168, 29
81, -144, 57
82, -174, 22
83, -178, 21
84, -152, 46
85, -138, 85
86, -148, 65
87, -174, 22
88, -118, 97
89, -172, 31
90, -166, 28
91, -188, 15
92, -164, 35
93, -172, 28
94, -162, 33
95, -182, 18
96, -170, 32
97, -182, 33
98, -152, 49
99, -184, 16
100, -114, 89
101, -180, 20
102, -166, 37
103, -180, 24
104, -154, 47
105, -188, 9
106, -160, 36
107, -186, 18
108, -160, 38
109, -178, 17
110, -144, 46
111, -178, 18
112, -168, 31
113, -186, 19
114, -158, 36
115, -182, 20
116, -170, 30
117, -196, 16
118, -180, 26
119, -182, 16
120, -174, 27
121, -188, 13
122, -182, 18
123, -186, 12
124, -172, 22
125, -176, 23
126, -144, 49
127, -178, 20
128, -172, 31
129, -186, 19
130, -126, 79
131, -184, 13
132, -176, 26
133, -178, 19
134, -146, 51
0, -106, 80
1, -152, 51
2, -180, 25
3, -180, 20
4, -166, 37
5, -182, 16
6, -144, 50
7, -178, 23
8, -128, 66
9, -182, 21
10, -180, 20
11, -182, 17
12, -160, 45
13, -192, 15
14, -148, 58
15, -174, 25
16, -116, 74
17, -186, 16
18, -172, 24
19, -180, 20
20, -176, 30
21, -156, 56
22, -172, 32
23, -188, 12
24, -92, 92
25, -182, 20
26, -170, 35
27, -184, 18
28, -120, 65
29, -186, 16
30, -142, 66
31, -130, 76
32, -148, 51
33, -174, 25
34, -160, 55
35, -182, 20
36, -152, 48
37, -182, 16
38, -144, 70
39, -184, 10
40, -166, 38
41, -180, 20
42, -164, 37
43, -182, 18
44, -178, 25
45, -180, 23
46, -164, 37
47, -186, 16
48, 612, 106
49, -188, 16
50, -170, 32
51, -170, 26
52, -168, 27
53, -174, 28
54, -134, 83
55, -186, 22
56, -162, 32
57, -184, 21
58, -154, 41
59, -182, 11
60, -150, 54
61, -142, 50
62, -138, 52
63, -172, 30
64, -140, 49
65, -188, 12
66, -170, 25
67, -192, 15
68, -158, 34
69, -172, 33
70, -134, 70
71, -194, 7
72, -178, 24
73, -184, 14
74, -170, 25
75, -188, 14
76, -152, 43
77, -184, 18
78, -178, 20
79, -192, 11
80, -172, 25
81, -186, 16
82, -172, 27
83, -186, 13
84, -170, 32
85, -184, 13
86, -184, 17
87, -192, 8
88, -172, 22
89, -176, 16
90, -156, 49
91, -188, 15
92, -170, 24
93, -182, 11
94, -166, 26
95, -184, 16
96, -172, 30
97, -188, 9
98, -178, 25
99, -184, 16
100, -168, 23
101, -184, 17
102, -152, 39
103, -182, 21
104, -150, 44
105, -178, 21
106, -158, 39
107, -150, 43
108, -162, 24
109, -166, 35
110, -174, 25
111, -190, 13
112, -168, 31
113, -186, 17
114, -154, 42
115, -178, 24
116, -166, 29
117, -184, 20
118, -152, 49
119, -178, 28
120, -146, 66
121, -188, 9
122, -134, 61
123, -186, 14
124, -172, 24
125, -184, 10
126, -140, 49
127, -170, 26
128, -152, 38
129, -174, 22
130, -178, 24
131, -174, 21
132, -158, 36
133, -182, 20
134, -164, 38
135, -184, 13
136, -180, 27
137, -128, 65
138, -152, 35
139, -158, 41
140, -166, 33
141, -194, 11
142, -146, 68
143, -184, 21
144, -158, 37
145, -186, 14
146, -68, 143
147, -166, 35
148, -158, 37
149, -172, 34
150, -88, 86
151, -158, 47
0, -178, 24
1, -160, 31
2, -186, 12
3, -156, 41
4, -184, 13
5, -178, 30
6, -188, 14
7, -170, 24
8, -194, 10
9, -178, 18
10, -188, 11
11, -182, 17
12, -184, 15
13, -176, 28
14, -182, 18
15, -174, 24
16, -188, 13
17, -172, 21
18, -188, 10
19, -164, 46
20, -190, 12
21, -174, 25
22, -166, 31
23, -160, 33
24, -186, 13
25, -166, 32
26, -186, 12
27, -156, 35
28, -174, 25
29, -122, 81
30, -188, 15
31, -166, 36
32, -180, 18
33, -136, 64
34, -106, 92
35, -68, 155
36, -102, 76
37, -24, 181
38, -164, 34
39, -162, 35
40, -186, 14
41, -136, 200
42, -174, 21
43, -76, 141
44, -180, 17
45, -114, 108
46, -36, 154
47, -102, 111
48, -182, 17
49, -112, 200
50, -130, 63
51, -34, 174
52, -186, 13
53, -178, 24
54, -168, 35
55, -78, 136
56, -170, 31
57, -162, 30
58, -138, 46
59, -112, 200
60, -196, 6
61, -126, 200
62, -180, 17
63, -42, 166
64, -172, 22
65, -136, 50
66, -188, 9
67, -162, 24
68, -180, 20
69, -170, 27
70, -122, 59
71, -108, 200
72, -184, 14
73, -90, 119
74, -168, 33
75, -110, 200
76, 622, 68
77, -46, 160
78, -190, 11
79, -100, 100
80, -180, 18
81, -72, 133
82, -158, 46
83, -174, 23
84, -152, 44
85, -172, 35
86, -190, 9
0, -166, 31
1, -180, 19
2, -186, 17
3, -176, 19
4, -190, 9
5, -164, 36
6, -186, 15
7, -180, 20
8, -158, 47
9, -62, 151
10, -136, 48
11, -196, 5
12, -186, 14
13, -50, 155
14, -196, 3
15, -174, 27
16, -184, 17
17, -184, 14
18, 626, 68
19, -50, 159
20, -186, 9
21, -92, 125
22, -142, 45
23, -186, 21
24, -170, 35
25, -188, 13
26, -188, 10
27, -102, 117
28, -186, 10
29, -20, 191
30, -188, 14
31, -174, 32
32, -176, 23
33, -64, 139
34, -182, 12
35, -182, 21
36, -182, 19
37, -168, 25
38, -184, 25
39, -160, 44
40, -104, 73
41, -12, 179
42, -104, 88
43, -174, 29
44, -180, 17
45, -58, 146
46, -176, 39
47, -182, 22
48, -184, 15
49, -174, 21
50, -186, 16
51, -174, 24
52, -188, 15
53, -168, 25
54, -182, 14
55, -164, 38
56, -186, 11
57, -82, 116
58, -176, 26
59, -88, 200
60, -172, 31
61, -174, 30
62, -180, 17
63, -132, 200
64, -162, 33
65, -74, 155
66, -188, 16
67, -80, 134
68, -178, 20
69, -180, 20
70, 610, 110
71, 609, 133
72, -196, 4
73, -166, 28
74, -182, 17
75, -124, 200
76, -98, 83
77, -42, 151
78, -124, 62
79, -50, 161
80, -108, 94
81, -168, 31
82, -178, 21
83, -172, 24
84, -158, 44
85, -106, 200
86, -180, 13
0, -124, 63
1, -138, 200
2, -188, 20
3, -48, 154
4, -120, 63
5, -106, 200
6, 619, 75
7, -116, 200
8, -166, 41
9, -24, 154
10, -184, 13
11, -116, 76
12, -166, 34
13, -34, 185
14, 609, 75
15, -14, 188
16, -120, 94
17, -122, 200
18, -170, 30
19, -146, 60
20, -182, 16
21, -176, 17
22, -140, 50
23, -26, 165
24, -110, 84
25, -112, 200
26, -126, 67
27, -152, 200
28, -122, 59
29, -124, 200
30, -128, 200
31, -144, 200
32, -112, 68
33, -12, 187
34, 621, 77
35, -122, 200
36, -100, 85
37, -74, 200
38, -178, 22
39, -174, 20
40, -186, 11
41, -128, 71
42, -134, 48
43, -174, 17
44, -64, 143
45, -144, 56
46, -14, 178
47, -176, 21
0, -130, 200
1, 614, 66
2, -130, 200
3, -168, 37
4, -174, 19
5, -50, 174
6, -146, 55
7, -176, 17
8, -114, 200
9, -132, 66
10, -132, 200
11, -120, 200
12, -112, 200
13, -106, 200
14, -126, 200
15, 606, 174
16, -134, 200
17, 614, 78
18, -170, 22
19, 622, 44
20, -28, 147
21, -126, 200
22, 607, 185
23, -96, 200
24, -106, 200
25, 626, 104
26, -118, 200
27, -188, 10
28, -170, 23
29, -110, 85
30, -78, 144
31, -120, 72
32, -174, 19
33, -106, 74
34, -50, 136
35, 626, 50
36, -160, 48
37, -82, 108
38, -52, 153
39, 620, 66
40, 621, 175
0, -118, 200
1, 608, 42
2, -178, 24
3, -86, 110
4, -114, 200
5, 631, 53
6, -26, 182
7, 623, 43
8, -164, 28
9, -144, 41
10, -120, 200
11, 621, 49
12, -158, 36
13, -130, 63
14, -122, 200
15, -110, 61
16, -172, 23
