0, -136, 69
1, -68, 128
2, -152, 72
3, -126, 58
4, -148, 68
5, -156, 42
6, -156, 42
7, -46, 120
8, -150, 38
9, -168, 39
10, -152, 43
11, -158, 39
12, -134, 65
13, -162, 41
14, -164, 52
15, -160, 30
16, -156, 45
17, -162, 55
18, -142, 57
19, -170, 42
20, -170, 39
21, -170, 34
22, -106, 96
23, -172, 27
24, -94, 91
25, -152, 53
26, -154, 39
27, -178, 27
28, -138, 79
29, -168, 31
30, -168, 44
31, -166, 43
32, -158, 47
33, -148, 43
34, -98, 85
35, -184, 13
36, -150, 49
37, -174, 23
38, -104, 91
39, -60, 132
40, -152, 42
41, -174, 29
42, -152, 51
43, -174, 31
44, -108, 77
45, -72, 148
46, -166, 31
47, -138, 60
48, -182, 27
49, -172, 39
50, 610, 136
51, -154, 41
52, -146, 46
53, -82, 122
54, -154, 65
55, -172, 41
56, -138, 61
57, -134, 82
58, -134, 96
59, -54, 136
60, -126, 87
61, -176, 41
62, -158, 56
63, -172, 26
64, -138, 52
65, -134, 61
66, -134, 87
67, -184, 23
68, -132, 65
69, -36, 164
70, -114, 89
71, -124, 84
72, -140, 85
73, -142, 56
74, -134, 73
75, -134, 72
76, -82, 126
77, -176, 26
78, -154, 47
79, -16, 176
80, -134, 74
81, -156, 36
82, -154, 59
83, -184, 18
84, -154, 55
85, -104, 88
86, -154, 63
87, -170, 59
88, -24, 198
89, -164, 43
90, -142, 58
91, -172, 34
92, -40, 160
93, -166, 33
0, -100, 92
1, -148, 65
2, -176, 40
3, -154, 57
4, -176, 26
5, -118, 98
6, -118, 90
7, -108, 102
8, -150, 52
9, -142, 65
10, -172, 32
11, -132, 77
12, -164, 45
13, -168, 32
14, -142, 77
15, -120, 108
16, -168, 40
17, -112, 103
18, -144, 56
19, -100, 103
20, -64, 127
21, -120, 82
22, -188, 15
23, -150, 63
24, -136, 63
25, -152, 55
26, -102, 200
27, -118, 83
28, -158, 60
29, -148, 67
30, -130, 100
31, -100, 111
32, -158, 48
33, -82, 135
34, -118, 93
35, -134, 65
36, -158, 44
37, -68, 156
38, -44, 165
39, -70, 138
40, -162, 58
41, -100, 127
42, -150, 72
43, -84, 145
44, -100, 200
45, -144, 57
46, -142, 58
47, -172, 33
48, -16, 190
49, -124, 200
50, -104, 95
51, -80, 132
52, -122, 200
53, -72, 150
54, -116, 87
55, -50, 148
56, -122, 200
57, -124, 200
58, -116, 99
59, -128, 82
60, -136, 70
61, -58, 141
62, -114, 103
0, -126, 200
1, -114, 200
2, -116, 200
3, -150, 200
4, -60, 159
5, -126, 200
6, -114, 200
7, -128, 200
8, -118, 200
9, -86, 123
10, -102, 103
11, -120, 200
12, -68, 141
13, -22, 194
14, -146, 200
15, -118, 200
16, -48, 172
17, -124, 200
18, -142, 200
19, -142, 200
20, -146, 200
21, -110, 200
22, -134, 200
23, -136, 200
24, -104, 97
25, -44, 164
26, -102, 134
27, -124, 200
28, -124, 200
29, -128, 200
30, -122, 200
31, -60, 164
32, -100, 200
0, -126, 87
1, -134, 200
2, -118, 96
3, -144, 200
4, -54, 149
5, -110, 200
6, -132, 200
7, -128, 200
8, -130, 200
9, -106, 200
10, -136, 101
11, -112, 200
12, -118, 200
13, -126, 200
14, -128, 68
15, -134, 200
16, -116, 200
17, -120, 200
18, -104, 100
19, -130, 200
20, -114, 200
21, -96, 200
22, -66, 140
23, -130, 200
24, -142, 200
25, -148, 200
26, -118, 200
27, -142, 200
28, -102, 200
29, -100, 200
30, -14, 188
31, -112, 200
32, -124, 102
33, -102, 200
0, -80, 114
1, -118, 200
2, -34, 188
3, -140, 200
4, -122, 200
5, -110, 200
6, -14, 197
7, -40, 156
8, -70, 124
9, -30, 184
10, -104, 200
11, -108, 200
12, -20, 171
13, -104, 120
14, -92, 111
15, -112, 200
16, -68, 137
