0, -122, 72
1, -90, 116
2, -136, 70
3, -166, 42
4, -162, 40
5, -174, 23
6, -88, 99
7, -170, 28
8, -152, 51
9, -174, 34
10, -128, 74
11, -152, 56
12, -94, 116
13, -108, 84
14, -144, 66
15, -168, 42
16, -70, 103
17, -162, 49
18, -76, 129
19, -162, 36
20, -130, 63
21, -176, 26
22, -146, 65
23, -78, 135
24, -100, 104
25, -168, 29
26, -140, 69
27, -146, 61
28, -142, 59
29, -180, 17
30, -146, 52
31, -170, 31
32, -146, 46
33, -172, 28
34, -160, 42
35, -166, 28
36, -130, 71
37, -172, 32
38, -164, 36
39, -160, 38
40, -78, 128
41, -94, 99
42, -144, 66
43, -180, 24
44, -184, 28
45, -32, 162
46, -122, 86
47, -156, 43
48, -152, 43
49, -128, 78
50, -162, 53
51, -144, 55
52, -130, 74
53, -110, 87
54, -168, 36
55, -92, 111
56, -152, 54
57, -176, 24
58, -150, 62
59, -144, 62
60, -166, 46
61, -126, 84
62, -170, 50
63, -124, 75
64, -136, 66
65, -120, 90
66, -134, 57
67, -172, 32
68, -144, 42
69, -120, 70
70, -178, 21
71, -156, 45
72, -150, 63
73, -68, 140
74, -140, 54
75, -162, 44
76, -152, 59
77, -162, 37
78, -170, 41
79, -148, 58
80, -172, 28
81, -132, 60
0, -108, 200
1, -152, 49
2, -172, 26
3, -150, 51
4, -92, 108
5, -114, 95
6, -188, 20
7, -156, 53
8, -160, 30
9, -140, 56
10, -176, 30
11, -60, 137
12, -178, 22
13, -78, 130
14, -182, 25
15, -156, 47
16, -164, 36
17, -50, 154
18, -170, 36
19, -174, 29
20, -160, 41
21, -164, 42
22, -156, 43
23, -146, 60
24, -174, 21
25, -150, 59
26, -150, 53
27, -162, 37
28, -170, 29
29, -158, 33
30, 626, 100
31, -90, 99
32, -174, 25
33, -120, 91
34, -174, 33
35, -132, 69
36, -158, 49
37, -146, 64
38, -180, 20
39, -122, 99
40, -166, 27
41, -64, 150
42, -166, 41
43, -106, 109
44, -182, 18
45, -158, 47
46, -174, 31
47, -86, 119
48, -188, 18
49, -126, 73
50, -182, 21
51, -24, 191
52, -132, 79
53, -112, 85
54, -152, 54
55, -150, 62
56, -136, 74
57, -46, 175
58, -164, 41
59, -156, 62
60, -136, 72
61, -72, 117
62, -144, 74
63, -138, 78
64, -118, 200
65, -140, 66
66, -124, 96
67, -142, 200
68, -150, 70
0, -146, 200
1, -134, 200
2, -168, 39
3, -38, 181
4, -136, 200
5, -128, 200
6, -132, 200
7, -128, 200
8, -114, 87
9, -116, 200
10, -70, 168
11, -134, 200
12, -136, 200
13, -130, 200
14, -120, 200
15, -120, 200
16, -132, 200
17, -124, 200
18, -114, 200
19, -98, 124
20, -92, 200
21, -110, 200
22, -66, 156
23, -132, 200
24, -108, 200
25, -122, 200
26, -136, 200
0, -140, 200
1, -122, 200
2, -114, 200
3, -122, 200
4, -110, 200
5, -118, 200
6, -108, 200
7, -122, 200
8, -126, 200
9, -120, 200
10, -130, 200
11, -142, 200
12, -146, 200
13, -136, 200
14, -130, 200
15, -128, 200
16, -134, 200
17, -114, 200
18, -122, 200
19, -100, 200
20, -116, 200
21, -136, 200
22, -118, 200
23, -116, 200
24, -130, 200
0, -116, 200
1, -126, 200
2, -120, 200
3, -128, 200
4, -122, 200
5, -142, 200
6, -114, 200
7, -136, 200
8, -110, 200
9, -142, 200
10, -124, 200
11, -108, 200
12, -116, 200
13, -120, 200
14, -140, 200
15, -128, 200
16, -132, 200
17, -118, 200
18, -136, 200
19, -110, 200
20, -112, 200
21, -134, 200
22, -128, 200
23, -138, 200
24, -140, 200
0, -98, 200
1, -114, 200
2, -122, 200
3, -126, 200
